Период,Запрос,Число запросов
"август 2023","защищенный vps","37"
"сентябрь 2023","защищенный vps","19"
"октябрь 2023","защищенный vps","20"
"ноябрь 2023","защищенный vps","15"
"декабрь 2023","защищенный vps","26"
"январь 2024","защищенный vps","20"
"февраль 2024","защищенный vps","27"
"март 2024","защищенный vps","19"
"апрель 2024","защищенный vps","18"
"май 2024","защищенный vps","26"
"июнь 2024","защищенный vps","18"
"июль 2024","защищенный vps","34"
"август 2024","защищенный vps","53"
"сентябрь 2024","защищенный vps","46"
"октябрь 2024","защищенный vps","68"
"ноябрь 2024","защищенный vps","48"
"декабрь 2024","защищенный vps","58"
"январь 2025","защищенный vps","62"
"февраль 2025","защищенный vps","53"
"март 2025","защищенный vps","31"
"апрель 2025","защищенный vps","37"
"май 2025","защищенный vps","27"
"июнь 2025","защищенный vps","35"
"июль 2025","защищенный vps","37"
"август 2023","защита ddos l7","29"
"сентябрь 2023","защита ddos l7","77"
"октябрь 2023","защита ddos l7","26"
"ноябрь 2023","защита ddos l7","40"
"декабрь 2023","защита ddos l7","70"
"январь 2024","защита ddos l7","42"
"февраль 2024","защита ddos l7","34"
"март 2024","защита ddos l7","41"
"апрель 2024","защита ddos l7","43"
"май 2024","защита ddos l7","70"
"июнь 2024","защита ddos l7","49"
"июль 2024","защита ddos l7","35"
"август 2024","защита ddos l7","39"
"сентябрь 2024","защита ddos l7","33"
"октябрь 2024","защита ddos l7","49"
"ноябрь 2024","защита ddos l7","54"
"декабрь 2024","защита ddos l7","25"
"январь 2025","защита ddos l7","50"
"февраль 2025","защита ddos l7","36"
"март 2025","защита ddos l7","58"
"апрель 2025","защита ddos l7","41"
"май 2025","защита ddos l7","38"
"июнь 2025","защита ddos l7","48"
"июль 2025","защита ddos l7","34"
"август 2023","защита от ддос атаки сайта","23"
"сентябрь 2023","защита от ддос атаки сайта","52"
"октябрь 2023","защита от ддос атаки сайта","37"
"ноябрь 2023","защита от ддос атаки сайта","51"
"декабрь 2023","защита от ддос атаки сайта","36"
"январь 2024","защита от ддос атаки сайта","29"
"февраль 2024","защита от ддос атаки сайта","61"
"март 2024","защита от ддос атаки сайта","69"
"апрель 2024","защита от ддос атаки сайта","100"
